nome,posicao_jogador,idade,altura_jogador,peso_jogador,nacionalidade,time,ano,classificacao_time
Bayli Spencer-Adams51,D,20.0,,,Inglaterra,watford,2019,19
Andi Janjeva72,D,19.0,,,Kosovo,watford,2019,19
Tom Cleverley8,M,32.0,1.75,67.0,Inglaterra,watford,2019,19
Nathaniel Chalobah14,M,26.0,1.88,78.0,Inglaterra,watford,2019,19
Abdoulaye Doucouré16,M,28.0,1.83,73.0,França,watford,2019,19
Will Hughes19,M,26.0,1.85,73.0,Inglaterra,watford,2019,19
Domingos Quina20,M,21.0,1.78,72.0,Portugal,watford,2019,19
Tom Dele-Bashiru24,M,22.0,1.83,68.0,Nigéria,watford,2019,19
Étienne Capoue29,M,33.0,1.88,78.0,França,watford,2019,19
Roberto Pereyra37,M,30.0,1.83,77.0,Argentina,watford,2019,19
Callum Whelan42,M,23.0,,,Inglaterra,watford,2019,19
Joseph Hungbo44,M,21.0,,,Inglaterra,watford,2019,19
Henry Wise46,M,21.0,1.75,58.0,Inglaterra,watford,2019,19
Gerard Deulofeu7,A,27.0,1.78,73.0,Espanha,watford,2019,19
Troy Deeney9,A,33.0,1.83,88.0,Inglaterra,watford,2019,19
Danny Welbeck10,A,30.0,1.85,73.0,Inglaterra,watford,2019,19
Adalberto Peñaranda13,A,24.0,1.85,83.0,Venezuela,watford,2019,19
Jerome Sinclair17,A,25.0,1.73,78.0,Inglaterra,watford,2019,19
João Pedro17,A,20.0,1.83,68.0,Brasil,watford,2019,19
Andre Gray18,A,30.0,1.78,83.0,Jamaica,watford,2019,19
Isaac Success22,A,25.0,1.85,86.0,Nigéria,watford,2019,19
Ismaïla Sarr23,A,23.0,1.85,76.0,Senegal,watford,2019,19
Ignacio Pussetto33,A,25.0,1.8,73.0,Argentina,watford,2019,19
Sam Dalby40,A,21.0,1.91,,Inglaterra,watford,2019,19
Tim Krul1,G,33.0,1.88,83.0,Holanda,norwich city,2019,20
Ralf Fährmann21,G,33.0,1.98,97.0,Alemanha,norwich city,2019,20
Michael McGovern33,G,37.0,1.91,87.0,Irlanda do Norte,norwich city,2019,20
Archie Mair60,G,20.0,1.98,,Escócia,norwich city,2019,20
Max Aarons2,D,21.0,1.78,68.0,Inglaterra,norwich city,2019,20
Sam Byram3,D,28.0,1.8,72.0,Inglaterra,norwich city,2019,20
Ben Godfrey4,D,23.0,1.83,73.0,Inglaterra,norwich city,2019,20
Grant Hanley5,D,29.0,1.88,81.0,Escócia,norwich city,2019,20
Christoph Zimmerman6,D,28.0,1.93,92.0,Alemanha,norwich city,2019,20
Jamal Lewis12,D,23.0,1.78,68.0,Irlanda do Norte,norwich city,2019,20
Timm Klose15,D,33.0,1.93,87.0,Suíça,norwich city,2019,20
Philip Heise16,D,30.0,1.83,78.0,Alemanha,norwich city,2019,20
Jordan Thomas41,D,20.0,,,Inglaterra,norwich city,2019,20
Akin Famewo43,D,22.0,1.88,66.0,Inglaterra,norwich city,2019,20
Lukas Rupp7,M,30.0,1.78,73.0,Alemanha,norwich city,2019,20
Mario Vrancic8,M,32.0,1.88,78.0,Serbia & Montenegro,norwich city,2019,20
Moritz Leitner10,M,28.0,1.75,68.0,Alemanha,norwich city,2019,20
Onel Hernández11,M,28.0,1.73,76.0,Cuba,norwich city,2019,20
Todd Cantwell14,M,23.0,1.78,68.0,Inglaterra,norwich city,2019,20
Emiliano Buendía17,M,24.0,1.73,72.0,Argentina,norwich city,2019,20
Tom Trybull19,M,28.0,1.8,72.0,Alemanha,norwich city,2019,20
Kenny McLean23,M,29.0,1.83,68.0,Escócia,norwich city,2019,20
Alexander Tettey27,M,35.0,1.8,76.0,Noruega,norwich city,2019,20
Daniel Adshead46,M,20.0,1.68,63.0,Inglaterra,norwich city,2019,20
Marco Stiepermann18,A,30.0,1.91,86.0,Alemanha,norwich city,2019,20
Josip Drmic20,A,29.0,1.83,81.0,Suíça,norwich city,2019,20
Teemu Pukki22,A,31.0,1.8,73.0,Finlândia,norwich city,2019,20
Adam Idah35,A,20.0,1.91,83.0,Irlanda,norwich city,2019,20
Josh Martin56,A,20.0,,,Inglaterra,norwich city,2019,20
Zack Steffen13,G,26.0,1.91,86.0,Estados Unidos,manchester city,2020,1
Ederson31,G,28.0,1.88,86.0,Brasil,manchester city,2020,1
Scott Carson33,G,36.0,1.91,76.0,Inglaterra,manchester city,2020,1
James Trafford85,G,19.0,,,Inglaterra,manchester city,2020,1
Kyle Walker2,D,31.0,1.78,68.0,Inglaterra,manchester city,2020,1
Rúben Dias3,D,24.0,1.85,76.0,Portugal,manchester city,2020,1
John Stones5,D,27.0,1.88,68.0,Inglaterra,manchester city,2020,1
Nathan Aké6,D,26.0,1.8,73.0,Holanda,manchester city,2020,1
Oleksandr Zinchenko11,D,24.0,1.75,63.0,Ucrânia,manchester city,2020,1
Aymeric Laporte14,D,27.0,1.91,86.0,Espanha,manchester city,2020,1
Benjamin Mendy22,D,27.0,1.85,83.0,França,manchester city,2020,1
João Cancelo27,D,27.0,1.83,73.0,Portugal,manchester city,2020,1
Eric García50,D,20.0,1.83,76.0,Espanha,manchester city,2020,1
Luke Mbete79,D,18.0,,,Inglaterra,manchester city,2020,1
Ilkay Gündogan8,M,31.0,1.8,78.0,Alemanha,manchester city,2020,1
Rodri16,M,25.0,1.91,82.0,Espanha,manchester city,2020,1
Kevin De Bruyne17,M,30.0,1.8,68.0,Bélgica,manchester city,2020,1
Bernardo Silva20,M,27.0,1.73,63.0,Portugal,manchester city,2020,1
Fernandinho25,M,36.0,1.78,67.0,Brasil,manchester city,2020,1
Phil Foden47,M,21.0,1.7,68.0,Inglaterra,manchester city,2020,1
Felix Nmecha61,M,21.0,1.88,73.0,Inglaterra,manchester city,2020,1
Tommy Doyle69,M,20.0,,,Inglaterra,manchester city,2020,1
Cole Palmer80,M,19.0,,,Inglaterra,manchester city,2020,1
Claudio Gomes81,M,21.0,1.65,,França,manchester city,2020,1
Adrian Bernabe82,M,20.0,,,Espanha,manchester city,2020,1
Raheem Sterling7,A,26.0,1.7,68.0,Inglaterra,manchester city,2020,1
Gabriel Jesus9,A,24.0,1.75,73.0,Brasil,manchester city,2020,1
Sergio Agüero10,A,33.0,1.73,68.0,Argentina,manchester city,2020,1
Ferran Torres21,A,21.0,1.83,77.0,Espanha,manchester city,2020,1
Riyad Mahrez26,A,30.0,1.78,67.0,Argélia,manchester city,2020,1
Liam Delap48,A,18.0,,,Inglaterra,manchester city,2020,1
David de Gea1,G,31.0,1.93,76.0,Espanha,manchester united,2020,2
Lee Grant13,G,38.0,1.93,83.0,Inglaterra,manchester united,2020,2
Sergio Romero22,G,34.0,1.93,87.0,Argentina,manchester united,2020,2
Dean Henderson26,G,24.0,1.88,83.0,Inglaterra,manchester united,2020,2
Nathan Bishop30,G,22.0,1.85,72.0,Inglaterra,manchester united,2020,2
Victor Lindelöf2,D,27.0,1.88,78.0,Suécia,manchester united,2020,2
Eric Bailly3,D,27.0,1.88,77.0,Costa do Marfim,manchester united,2020,2
Phil Jones4,D,29.0,1.8,71.0,Inglaterra,manchester united,2020,2
Harry Maguire5,D,28.0,1.93,98.0,Inglaterra,manchester united,2020,2
Luke Shaw23,D,26.0,1.85,73.0,Inglaterra,manchester united,2020,2
Alex Telles27,D,28.0,1.8,71.0,Brasil,manchester united,2020,2
Aaron Wan-Bissaka29,D,23.0,1.83,72.0,Inglaterra,manchester united,2020,2
Brandon Williams33,D,21.0,1.7,63.0,Inglaterra,manchester united,2020,2
Axel Tuanzebe38,D,23.0,1.85,73.0,Inglaterra,manchester united,2020,2
William Fish48,D,18.0,1.85,,Inglaterra,manchester united,2020,2
Paul Pogba6,M,28.0,1.91,83.0,França,manchester united,2020,2
Juan Mata8,M,33.0,1.7,63.0,Espanha,manchester united,2020,2
Fred17,M,28.0,1.7,63.0,Brasil,manchester united,2020,2
Bruno Fernandes18,M,27.0,1.78,68.0,Portugal,manchester united,2020,2
Nemanja Matic31,M,33.0,1.93,83.0,Sérvia,manchester united,2020,2
Donny van de Beek34,M,24.0,1.83,76.0,Holanda,manchester united,2020,2
Scott McTominay39,M,24.0,1.93,87.0,Escócia,manchester united,2020,2
Hannibal Mejbri46,M,18.0,1.83,,Tunisia,manchester united,2020,2
Ethan Galbraith54,M,20.0,1.75,67.0,Irlanda do Norte,manchester united,2020,2
Edinson Cavani7,A,34.0,1.83,71.0,Uruguai,manchester united,2020,2
Anthony Martial9,A,25.0,1.8,76.0,França,manchester united,2020,2
Marcus Rashford10,A,24.0,1.8,68.0,Inglaterra,manchester united,2020,2
Mason Greenwood11,A,20.0,1.8,68.0,Inglaterra,manchester united,2020,2
Amad Diallo19,A,19.0,1.73,72.0,Costa do Marfim,manchester united,2020,2
Daniel James21,A,23.0,1.7,76.0,País de Gales,manchester united,2020,2
Anthony Elanga56,A,19.0,1.78,,Suécia,manchester united,2020,2
Shola Shoretire74,A,17.0,1.7,,Inglaterra,manchester united,2020,2
Alisson1,G,29.0,1.91,91.0,Brasil,liverpool,2020,3
Adrián13,G,34.0,1.91,78.0,Espanha,liverpool,2020,3
Harvey Davies53,G,18.0,,,Inglaterra,liverpool,2020,3
Caoimhin Kelleher62,G,22.0,1.78,73.0,Irlanda,liverpool,2020,3
Jakub Ojrzynski75,G,18.0,,,Polônia,liverpool,2020,3
Liam Hughes98,G,20.0,,,Irlanda do Norte,liverpool,2020,3
Virgil van Dijk4,D,30.0,1.93,92.0,Holanda,liverpool,2020,3
Joe Gomez12,D,24.0,1.88,77.0,Inglaterra,liverpool,2020,3
Ozan Kabak19,D,21.0,1.85,86.0,Turquia,liverpool,2020,3
Konstantinos Tsimikas21,D,25.0,1.78,77.0,Grécia,liverpool,2020,3
Andy Robertson26,D,27.0,1.78,63.0,Escócia,liverpool,2020,3
Ben Davies28,D,26.0,1.85,76.0,Inglaterra,liverpool,2020,3
Joël Matip32,D,30.0,1.96,88.0,Camarões,liverpool,2020,3
Rhys Williams46,D,20.0,1.88,82.0,Inglaterra,liverpool,2020,3
Nathaniel Phillips47,D,24.0,1.91,,Inglaterra,liverpool,2020,3
Trent Alexander-Arnold66,D,23.0,1.75,68.0,Inglaterra,liverpool,2020,3
Neco Williams76,D,20.0,1.83,72.0,País de Gales,liverpool,2020,3
Billy Koumetio89,D,18.0,,,França,liverpool,2020,3
Fabinho3,M,28.0,1.88,78.0,Brasil,liverpool,2020,3
Georginio Wijnaldum5,M,30.0,1.75,68.0,Holanda,liverpool,2020,3
Thiago Alcántara6,M,30.0,1.75,68.0,Espanha,liverpool,2020,3
James Milner7,M,35.0,1.75,68.0,Inglaterra,liverpool,2020,3
Naby Keita8,M,26.0,1.73,63.0,Guinea,liverpool,2020,3
Jordan Henderson14,M,31.0,1.83,67.0,Inglaterra,liverpool,2020,3
Alex Oxlade-Chamberlain15,M,28.0,1.8,68.0,Inglaterra,liverpool,2020,3
Curtis Jones17,M,20.0,1.85,73.0,Inglaterra,liverpool,2020,3
Xherdan Shaqiri23,M,30.0,1.7,72.0,Suíça,liverpool,2020,3
Jake Cain64,M,20.0,,,Inglaterra,liverpool,2020,3
Leighton Clarkson65,M,20.0,1.75,62.0,Inglaterra,liverpool,2020,3
Roberto Firmino9,A,30.0,1.8,76.0,Brasil,liverpool,2020,3
Sadio Mané10,A,29.0,1.75,68.0,Senegal,liverpool,2020,3
Mohamed Salah11,A,29.0,1.75,71.0,Egito,liverpool,2020,3
Diogo Jota20,A,24.0,1.78,68.0,Portugal,liverpool,2020,3
Divock Origi27,A,26.0,1.85,73.0,Bélgica,liverpool,2020,3
Ben Woodburn58,A,22.0,1.75,72.0,País de Gales,liverpool,2020,3
Kepa Arrizabalaga1,G,27.0,1.88,83.0,Espanha,chelsea,2020,4
Wilfredo Caballero13,G,40.0,1.85,81.0,Argentina,chelsea,2020,4
Édouard Mendy16,G,29.0,1.98,86.0,Senegal,chelsea,2020,4
Karlo Ziger40,G,20.0,,,Croácia,chelsea,2020,4
Antonio Rüdiger2,D,28.0,1.91,83.0,Alemanha,chelsea,2020,4
Marcos Alonso3,D,30.0,1.88,83.0,Espanha,chelsea,2020,4
Andreas Christensen4,D,25.0,1.88,82.0,Dinamarca,chelsea,2020,4
Thiago Silva6,D,37.0,1.83,78.0,Brasil,chelsea,2020,4
Kurt Zouma15,D,27.0,1.91,96.0,França,chelsea,2020,4
Ben Chilwell21,D,24.0,1.78,77.0,Inglaterra,chelsea,2020,4
Reece James24,D,21.0,1.83,82.0,Inglaterra,chelsea,2020,4
César Azpilicueta28,D,32.0,1.78,76.0,Espanha,chelsea,2020,4
Emerson33,D,27.0,1.75,63.0,Itália,chelsea,2020,4
Valentino Livramento57,D,18.0,,,Inglaterra,chelsea,2020,4
Jorginho5,M,29.0,1.8,63.0,Itália,chelsea,2020,4
N'Golo Kanté7,M,30.0,1.68,68.0,França,chelsea,2020,4
Christian Pulisic10,M,23.0,1.73,68.0,Estados Unidos,chelsea,2020,4
Mateo Kovacic17,M,27.0,1.78,78.0,Croácia,chelsea,2020,4
Mason Mount19,M,22.0,1.78,68.0,Inglaterra,chelsea,2020,4
Hakim Ziyech22,M,28.0,1.8,63.0,Marrocos,chelsea,2020,4
Billy Gilmour23,M,20.0,1.65,58.0,Escócia,chelsea,2020,4
Kai Havertz29,M,22.0,1.88,83.0,Alemanha,chelsea,2020,4
Faustino Anjorin55,M,19.0,1.85,73.0,Inglaterra,chelsea,2020,4
Lewis Bate64,M,19.0,,,Inglaterra,chelsea,2020,4
Tammy Abraham9,A,24.0,1.91,78.0,Inglaterra,chelsea,2020,4
Timo Werner11,A,25.0,1.8,73.0,Alemanha,chelsea,2020,4
Olivier Giroud18,A,35.0,1.93,92.0,França,chelsea,2020,4
Callum Hudson-Odoi20,A,21.0,1.83,76.0,Inglaterra,chelsea,2020,4
Kasper Schmeichel1,G,35.0,1.88,87.0,Dinamarca,leicester city,2020,5
Danny Ward12,G,28.0,1.91,87.0,País de Gales,leicester city,2020,5
Eldin Jakupovic35,G,37.0,1.91,83.0,Suíça,leicester city,2020,5
Jakub Stolarczyk51,G,20.0,,,Polônia,leicester city,2020,5
James Justin2,D,23.0,1.83,78.0,Inglaterra,leicester city,2020,5
Wesley Fofana3,D,20.0,1.91,,França,leicester city,2020,5
Caglar Söyüncü4,D,25.0,1.85,82.0,Turquia,leicester city,2020,5
Wes Morgan5,D,37.0,1.85,101.0,Jamaica,leicester city,2020,5
Jonny Evans6,D,33.0,1.88,77.0,Irlanda do Norte,leicester city,2020,5
Daniel Amartey18,D,26.0,1.85,78.0,Gana,leicester city,2020,5
Ricardo Pereira21,D,28.0,1.75,68.0,Portugal,leicester city,2020,5
Timothy Castagne27,D,25.0,1.85,78.0,Bélgica,leicester city,2020,5
Christian Fuchs28,D,35.0,1.88,87.0,Áustria,leicester city,2020,5
Luke Thomas33,D,20.0,1.7,67.0,Inglaterra,leicester city,2020,5
Vontae Daley-Campbell46,D,20.0,,,Inglaterra,leicester city,2020,5
Ben Nelson59,D,17.0,,,Inglaterra,leicester city,2020,5
Youri Tielemans8,M,24.0,1.75,72.0,Bélgica,leicester city,2020,5
James Maddison10,M,24.0,1.75,73.0,Inglaterra,leicester city,2020,5
Marc Albrighton11,M,31.0,1.75,73.0,Inglaterra,leicester city,2020,5
Harvey Barnes15,M,23.0,1.75,66.0,Inglaterra,leicester city,2020,5
Cengiz Ünder19,M,24.0,1.73,66.0,Turquia,leicester city,2020,5
Hamza Choudhury20,M,24.0,1.78,63.0,Inglaterra,leicester city,2020,5
Nampalys Mendy24,M,29.0,1.68,73.0,Senegal,leicester city,2020,5
Wilfred Ndidi25,M,24.0,1.83,73.0,Nigéria,leicester city,2020,5
Dennis Praet26,M,27.0,1.8,78.0,Bélgica,leicester city,2020,5
Ethan Fitzhugh37,M,18.0,,,Inglaterra,leicester city,2020,5
Khanya Leshabela38,M,22.0,1.75,72.0,África do Sul,leicester city,2020,5
Sidnei Tavares50,M,20.0,,,Portugal,leicester city,2020,5
Shane Flynn53,M,20.0,,,--,leicester city,2020,5
Thanawat Suengchitthawon64,M,21.0,,,Thailand,leicester city,2020,5
Tawanda Maswanhise65,M,18.0,,,Inglaterra,leicester city,2020,5
Jamie Vardy9,A,34.0,1.78,73.0,Inglaterra,leicester city,2020,5
Kelechi Iheanacho14,A,25.0,1.85,82.0,Nigéria,leicester city,2020,5
Ayoze Pérez17,A,28.0,1.78,72.0,Espanha,leicester city,2020,5
Lukasz Fabianski1,G,36.0,1.91,83.0,Polônia,west ham united,2020,6
David Martin25,G,35.0,1.85,83.0,Inglaterra,west ham united,2020,6
Nathan Trott34,G,22.0,1.83,68.0,Inglaterra,west ham united,2020,6
Darren Randolph35,G,34.0,1.88,97.0,Irlanda,west ham united,2020,6
Aaron Cresswell3,D,31.0,1.7,66.0,Inglaterra,west ham united,2020,6
Fabián Balbuena4,D,30.0,1.88,82.0,Paraguai,west ham united,2020,6
Vladimír Coufal5,D,29.0,1.78,76.0,República Tcheca,west ham united,2020,6
Frederik Alves14,D,22.0,1.88,83.0,Dinamarca,west ham united,2020,6
Craig Dawson15,D,31.0,1.88,82.0,Inglaterra,west ham united,2020,6
Angelo Ogbonna21,D,33.0,1.91,86.0,Itália,west ham united,2020,6
Issa Diop23,D,24.0,1.93,92.0,França,west ham united,2020,6
Ryan Fredericks24,D,29.0,1.8,73.0,Inglaterra,west ham united,2020,6
Arthur Masuaku26,D,28.0,1.78,68.0,Congo DR,west ham united,2020,6
Ben Johnson31,D,21.0,1.75,67.0,Inglaterra,west ham united,2020,6
Harrison Ashby50,D,19.0,,,Escócia,west ham united,2020,6
Jamal Baptiste75,D,17.0,,,Inglaterra,west ham united,2020,6
Manuel Lanzini10,M,28.0,1.68,58.0,Argentina,west ham united,2020,6
Jesse Lingard11,M,28.0,1.75,62.0,Inglaterra,west ham united,2020,6
Mark Noble16,M,34.0,1.8,68.0,Inglaterra,west ham united,2020,6
Pablo Fornals18,M,25.0,1.78,67.0,Espanha,west ham united,2020,6
Tomás Soucek28,M,26.0,1.93,86.0,República Tcheca,west ham united,2020,6
Nathan Holland37,M,23.0,1.78,68.0,Inglaterra,west ham united,2020,6
Declan Rice41,M,22.0,1.85,76.0,Inglaterra,west ham united,2020,6
Conor Coventry54,M,21.0,1.78,,Irlanda,west ham united,2020,6
Andriy Yarmolenko7,A,32.0,1.88,81.0,Ucrânia,west ham united,2020,6
Saïd Benrahma9,A,26.0,1.73,67.0,Argélia,west ham united,2020,6
Jarrod Bowen20,A,24.0,1.75,68.0,Inglaterra,west ham united,2020,6
Michail Antonio30,A,31.0,1.8,82.0,Jamaica,west ham united,2020,6
Ademipo Odubeko45,A,19.0,,,Inglaterra,west ham united,2020,6
Mbule Longelo Emmanuel56,A,20.0,,,Inglaterra,west ham united,2020,6
Hugo Lloris1,G,34.0,1.88,82.0,França,tottenham hotspur,2020,7
Joe Hart12,G,34.0,1.96,91.0,Inglaterra,tottenham hotspur,2020,7
Alfie Whiteman41,G,23.0,1.88,83.0,Inglaterra,tottenham hotspur,2020,7
Matt Doherty2,D,29.0,1.83,78.0,Irlanda,tottenham hotspur,2020,7
Sergio Reguilón3,D,24.0,1.78,68.0,Espanha,tottenham hotspur,2020,7
Toby Alderweireld4,D,32.0,1.85,81.0,Bélgica,tottenham hotspur,2020,7
Davinson Sánchez6,D,25.0,1.88,81.0,Colômbia,tottenham hotspur,2020,7
Joe Rodon14,D,24.0,1.8,68.0,País de Gales,tottenham hotspur,2020,7
Eric Dier15,D,27.0,1.88,87.0,Inglaterra,tottenham hotspur,2020,7
Serge Aurier24,D,28.0,1.75,76.0,Costa do Marfim,tottenham hotspur,2020,7
Japhet Tanganga25,D,22.0,1.83,76.0,Inglaterra,tottenham hotspur,2020,7
Ben Davies33,D,28.0,1.8,76.0,País de Gales,tottenham hotspur,2020,7
Dennis Cirkin49,D,19.0,1.8,78.0,Inglaterra,tottenham hotspur,2020,7
Pierre-Emile Hojbjerg5,M,26.0,1.88,83.0,Dinamarca,tottenham hotspur,2020,7
Harry Winks8,M,25.0,1.78,63.0,Inglaterra,tottenham hotspur,2020,7
Erik Lamela11,M,29.0,1.8,78.0,Argentina,tottenham hotspur,2020,7
Moussa Sissoko17,M,32.0,1.88,83.0,França,tottenham hotspur,2020,7
Giovani Lo Celso18,M,25.0,1.78,68.0,Argentina,tottenham hotspur,2020,7
Dele Alli20,M,25.0,1.88,76.0,Inglaterra,tottenham hotspur,2020,7
Tanguy Ndombele28,M,24.0,1.8,76.0,França,tottenham hotspur,2020,7
Jamie Bowden44,M,20.0,,,Inglaterra,tottenham hotspur,2020,7
Alfie Devine54,M,17.0,1.78,73.0,Inglaterra,tottenham hotspur,2020,7
Marcel Lavinier55,M,20.0,1.8,,Portugal,tottenham hotspur,2020,7
Nile John57,M,18.0,,,Inglaterra,tottenham hotspur,2020,7
Son Heung-Min7,A,29.0,1.83,78.0,Coreia do Sul,tottenham hotspur,2020,7
Gareth Bale9,A,32.0,1.85,81.0,País de Gales,tottenham hotspur,2020,7
Harry Kane10,A,28.0,1.88,86.0,Inglaterra,tottenham hotspur,2020,7
Steven Bergwijn23,A,24.0,1.78,78.0,Holanda,tottenham hotspur,2020,7
Lucas Moura27,A,29.0,1.73,72.0,Brasil,tottenham hotspur,2020,7
Carlos Vinicius45,A,26.0,1.91,86.0,Brasil,tottenham hotspur,2020,7
Dane Scarlett53,A,17.0,1.8,76.0,Inglaterra,tottenham hotspur,2020,7
Dilan Kumar Markanday56,A,20.0,,,Inglaterra,tottenham hotspur,2020,7
Bernd Leno1,G,29.0,1.91,83.0,Alemanha,arsenal,2020,8
Rúnar Rúnarsson13,G,26.0,1.85,78.0,Islândia,arsenal,2020,8
Mat Ryan33,G,29.0,1.83,82.0,Austrália,arsenal,2020,8
Karl Hein44,G,19.0,1.93,,Estônia,arsenal,2020,8
James Hillson45,G,20.0,,,Inglaterra,arsenal,2020,8
Arthur Okonkwo53,G,20.0,1.98,,Inglaterra,arsenal,2020,8
Joel Lopez Salguero,D,19.0,,,Espanha,arsenal,2020,8
Héctor Bellerín2,D,26.0,1.78,73.0,Espanha,arsenal,2020,8
Kieran Tierney3,D,24.0,1.78,68.0,Escócia,arsenal,2020,8
Gabriel6,D,23.0,1.91,78.0,Brasil,arsenal,2020,8
Rob Holding16,D,26.0,1.88,73.0,Inglaterra,arsenal,2020,8
Cédric Soares17,D,30.0,1.73,67.0,Portugal,arsenal,2020,8
Calum Chambers21,D,26.0,1.83,66.0,Inglaterra,arsenal,2020,8
Pablo Marí22,D,28.0,1.93,87.0,Espanha,arsenal,2020,8
David Luiz23,D,34.0,1.88,83.0,Brasil,arsenal,2020,8
Dani Ceballos8,M,25.0,1.78,68.0,Espanha,arsenal,2020,8
Martin Ødegaard11,M,22.0,1.78,68.0,Noruega,arsenal,2020,8
Willian12,M,33.0,1.75,77.0,Brasil,arsenal,2020,8
Thomas Partey18,M,28.0,1.85,77.0,Gana,arsenal,2020,8
Mohamed Elneny25,M,29.0,1.8,68.0,Egito,arsenal,2020,8
Emile Smith Rowe32,M,21.0,1.83,78.0,Inglaterra,arsenal,2020,8
Granit Xhaka34,M,29.0,1.85,82.0,Suíça,arsenal,2020,8
Ben Cottrell41,M,20.0,,,Inglaterra,arsenal,2020,8
Miguel Azeez66,M,19.0,,,Inglaterra,arsenal,2020,8
Bukayo Saka7,A,20.0,1.78,63.0,Inglaterra,arsenal,2020,8
Alexandre Lacazette9,A,30.0,1.75,73.0,França,arsenal,2020,8
Pierre-Emerick Aubameyang14,A,32.0,1.88,78.0,Gabon,arsenal,2020,8
Nicolas Pépé19,A,26.0,1.83,73.0,Costa do Marfim,arsenal,2020,8
Reiss Nelson24,A,21.0,1.75,71.0,Inglaterra,arsenal,2020,8
Edward Nketiah30,A,22.0,1.75,72.0,Inglaterra,arsenal,2020,8
Gabriel Martinelli35,A,20.0,1.78,73.0,Brasil,arsenal,2020,8
Folarin Balogun38,A,20.0,1.78,66.0,Inglaterra,arsenal,2020,8
Illan Meslier1,G,21.0,1.93,73.0,França,leeds united,2020,9
Kiko Casilla13,G,35.0,1.91,86.0,Espanha,leeds united,2020,9
Elia Caprile25,G,20.0,,,Itália,leeds united,2020,9
Luke Ayling2,D,30.0,1.85,72.0,Inglaterra,leeds united,2020,9
Robin Koch5,D,25.0,1.93,83.0,Alemanha,leeds united,2020,9
Liam Cooper6,D,30.0,1.8,73.0,Escócia,leeds united,2020,9
Ezgjan Alioski10,D,29.0,1.73,63.0,North Macedonia,leeds united,2020,9
Diego Llorente14,D,28.0,1.85,73.0,Espanha,leeds united,2020,9
Pascal Struijk21,D,22.0,1.91,,Holanda,leeds united,2020,9
Leif Davis24,D,21.0,1.65,,Inglaterra,leeds united,2020,9
Gaetano Berardi28,D,33.0,1.78,68.0,Suíça,leeds united,2020,9
Charlie Cresswell35,D,19.0,,,Inglaterra,leeds united,2020,9
Cody Drameh37,D,19.0,,,Inglaterra,leeds united,2020,9
Oliver Casey49,D,21.0,1.88,,Inglaterra,leeds united,2020,9
Niall Huggins52,D,20.0,,,País de Gales,leeds united,2020,9
Adam Forshaw4,M,30.0,1.75,71.0,Inglaterra,leeds united,2020,9
Stuart Dallas15,M,30.0,1.83,81.0,Irlanda do Norte,leeds united,2020,9
Pablo Hernández19,M,36.0,1.73,63.0,Espanha,leeds united,2020,9
Jack Harrison22,M,24.0,1.75,68.0,Inglaterra,leeds united,2020,9
Kalvin Phillips23,M,25.0,1.78,72.0,Inglaterra,leeds united,2020,9
Crysencio Summerville38,M,20.0,1.75,,Holanda,leeds united,2020,9
Mateusz Klich43,M,31.0,1.83,83.0,Polônia,leeds united,2020,9
Jamie Shackleton46,M,22.0,1.68,63.0,Inglaterra,leeds united,2020,9
Jack Jenkins47,M,19.0,,,Inglaterra,leeds united,2020,9
Ian Poveda-Ocampo7,A,21.0,1.65,,Inglaterra,leeds united,2020,9
Patrick Bamford9,A,28.0,1.85,71.0,Inglaterra,leeds united,2020,9
Tyler Roberts11,A,22.0,1.8,73.0,País de Gales,leeds united,2020,9
Hélder Costa17,A,27.0,1.78,73.0,Angola,leeds united,2020,9
Raphinha18,A,24.0,1.75,68.0,Brasil,leeds united,2020,9
Rodrigo20,A,30.0,1.83,77.0,Espanha,leeds united,2020,9
Joe Gelhardt30,A,19.0,1.75,63.0,Inglaterra,leeds united,2020,9
Sam Greenwood42,A,19.0,1.85,,Inglaterra,leeds united,2020,9
Jordan Pickford1,G,27.0,1.85,77.0,Inglaterra,everton,2020,10
João Virgínia31,G,22.0,1.91,83.0,Portugal,everton,2020,10
Robin Olsen33,G,31.0,1.98,87.0,Suécia,everton,2020,10
Harry Tyrer53,G,19.0,,,Inglaterra,everton,2020,10
Zan-Luk Leban63,G,18.0,,,Slovenia,everton,2020,10
Mason Holgate4,D,25.0,1.83,63.0,Inglaterra,everton,2020,10
Michael Keane5,D,28.0,1.91,82.0,Inglaterra,everton,2020,10
Lucas Digne12,D,28.0,1.78,73.0,França,everton,2020,10
Yerry Mina13,D,27.0,1.96,92.0,Colômbia,everton,2020,10
Niels Nkounkou18,D,21.0,1.8,,França,everton,2020,10
Ben Godfrey22,D,23.0,1.83,73.0,Inglaterra,everton,2020,10
Seamus Coleman23,D,33.0,1.78,67.0,Irlanda,everton,2020,10
Ryan Astley38,D,20.0,,,País de Gales,everton,2020,10
Thierry Small51,D,17.0,,,Inglaterra,everton,2020,10
Reece Welch64,D,18.0,,,Inglaterra,everton,2020,10
Allan6,M,30.0,1.73,73.0,Brasil,everton,2020,10
Fabian Delph8,M,31.0,1.75,58.0,Inglaterra,everton,2020,10
Gylfi Sigurdsson10,M,32.0,1.85,78.0,Islândia,everton,2020,10
Abdoulaye Doucouré16,M,28.0,1.83,73.0,França,everton,2020,10
