nome,posicao_jogador,idade,altura_jogador,peso_jogador,nacionalidade,time,ano,classificacao_time
Aaron Lennon25,M,34.0,1.65,63.0,Inglaterra,tottenham hotspur,2005,5
Jermaine Jenas28,M,38.0,1.78,76.0,Inglaterra,tottenham hotspur,2005,5
Mark Yeates28,M,36.0,1.75,68.0,Irlanda,tottenham hotspur,2005,5
Dimitar Berbatov9,A,40.0,1.88,78.0,Bulgaria,tottenham hotspur,2005,5
Grzegorz Rasiak9,A,42.0,1.91,83.0,Polônia,tottenham hotspur,2005,5
Robbie Keane10,A,41.0,1.75,73.0,Irlanda,tottenham hotspur,2005,5
Jermain Defoe18,A,39.0,1.7,63.0,Inglaterra,tottenham hotspur,2005,5
Lee Barnard37,A,37.0,1.78,68.0,Inglaterra,tottenham hotspur,2005,5
Brad Friedel1,G,50.0,1.88,91.0,Estados Unidos,blackburn rovers,2005,6
Peter Enckelman13,G,44.0,1.88,89.0,Finlândia,blackburn rovers,2005,6
Jason Brown,D,25.0,1.8,97.0,Escócia,blackburn rovers,2005,6
Lucas Neill2,D,43.0,1.85,78.0,Austrália,blackburn rovers,2005,6
Zurab Khizanishvili3,D,40.0,1.85,79.0,Georgia,blackburn rovers,2005,6
Andy Todd4,D,47.0,1.78,74.0,Inglaterra,blackburn rovers,2005,6
Ryan Nelsen6,D,44.0,1.85,77.0,Nova Zelândia,blackburn rovers,2005,6
Brett Emerton7,D,42.0,1.85,87.0,Austrália,blackburn rovers,2005,6
Aaron Mokoena15,D,40.0,1.83,78.0,África do Sul,blackburn rovers,2005,6
James McEveley24,D,36.0,1.83,80.0,Escócia,blackburn rovers,2005,6
Andy Taylor26,D,35.0,1.83,76.0,Inglaterra,blackburn rovers,2005,6
Eddie Nolan32,D,33.0,1.85,77.0,Irlanda,blackburn rovers,2005,6
Michael Gray33,D,47.0,1.7,68.0,Inglaterra,blackburn rovers,2005,6
Tony Kane34,D,34.0,1.8,76.0,Irlanda do Norte,blackburn rovers,2005,6
Robbie Savage8,M,47.0,1.85,73.0,País de Gales,blackburn rovers,2005,6
Morten Gamst Pedersen12,M,40.0,1.83,73.0,Noruega,blackburn rovers,2005,6
Steven Reid14,M,40.0,1.85,87.0,Irlanda,blackburn rovers,2005,6
Tugay Kerimoglu16,M,51.0,1.75,73.0,Turquia,blackburn rovers,2005,6
Paul Gallagher20,M,37.0,1.88,81.0,Escócia,blackburn rovers,2005,6
Dominic Matteo21,M,47.0,1.85,73.0,Escócia,blackburn rovers,2005,6
Jonathan Douglas22,M,39.0,1.8,74.0,Irlanda,blackburn rovers,2005,6
David Bentley29,M,37.0,1.75,68.0,Inglaterra,blackburn rovers,2005,6
Sergio Peter31,M,35.0,1.73,74.0,Alemanha,blackburn rovers,2005,6
Jason Roberts,A,43.0,1.85,78.0,Grenada,blackburn rovers,2005,6
Francis Jeffers,A,40.0,1.78,73.0,Inglaterra,blackburn rovers,2005,6
Benedict McCarthy,A,43.0,1.83,79.0,África do Sul,blackburn rovers,2005,6
Shefki Kuqi9,A,44.0,1.91,88.0,Finlândia,blackburn rovers,2005,6
Jemal Johnson25,A,36.0,1.83,73.0,Estados Unidos,blackburn rovers,2005,6
Matt Derbyshire27,A,35.0,1.78,71.0,Inglaterra,blackburn rovers,2005,6
Shay Given1,G,45.0,1.85,84.0,Irlanda,newcastle united,2005,7
Steve Harper12,G,46.0,1.88,82.0,Inglaterra,newcastle united,2005,7
Stephen Carr2,D,45.0,1.75,78.0,Irlanda,newcastle united,2005,7
Jean Alain Boumsong6,D,41.0,1.91,87.0,França,newcastle united,2005,7
Craig Moore18,D,45.0,1.85,76.0,Austrália,newcastle united,2005,7
Titus Bramble19,D,40.0,1.85,86.0,Inglaterra,newcastle united,2005,7
Peter Ramage26,D,37.0,1.85,76.0,Inglaterra,newcastle united,2005,7
Steven Taylor27,D,35.0,1.88,81.0,Inglaterra,newcastle united,2005,7
Celestine Babayaro33,D,43.0,1.75,68.0,Nigéria,newcastle united,2005,7
Kris Gate36,D,36.0,1.7,64.0,Inglaterra,newcastle united,2005,7
Paul Huntington54,D,34.0,1.91,82.0,Inglaterra,newcastle united,2005,7
 Nolberto Solano4,M,46.0,1.73,71.0,Peru,newcastle united,2005,7
Emre Belözoglu5,M,41.0,1.7,66.0,Turquia,newcastle united,2005,7
Kieron Courtney Dyer8,M,42.0,1.73,64.0,Inglaterra,newcastle united,2005,7
Damien Duff11,M,42.0,1.78,58.0,Irlanda,newcastle united,2005,7
Charles N'Zogbia14,M,35.0,1.7,69.0,França,newcastle united,2005,7
Amdy Faye15,M,44.0,1.83,78.0,Senegal,newcastle united,2005,7
James Milner16,M,35.0,1.75,68.0,Inglaterra,newcastle united,2005,7
Scott Parker17,M,41.0,1.75,69.0,Inglaterra,newcastle united,2005,7
Lee Clark21,M,49.0,1.73,73.0,Inglaterra,newcastle united,2005,7
Nicky Butt22,M,46.0,1.78,68.0,Inglaterra,newcastle united,2005,7
Matthew Pattison35,M,35.0,1.73,78.0,África do Sul,newcastle united,2005,7
Alan O'Brien37,M,36.0,1.78,71.0,Irlanda,newcastle united,2005,7
Michael Owen10,A,41.0,1.73,69.0,Inglaterra,newcastle united,2005,7
Albert Martos Luque20,A,43.0,1.85,76.0,Espanha,newcastle united,2005,7
Shola Ameobi23,A,40.0,1.8,92.0,Nigéria,newcastle united,2005,7
Chris Howarth,G,35.0,1.85,81.0,Inglaterra,bolton wanderers,2005,8
Ali Al-Habsi1,G,39.0,1.93,78.0,Oman,bolton wanderers,2005,8
Ian Walker12,G,50.0,1.88,82.0,Inglaterra,bolton wanderers,2005,8
Jussi Jaaskelainen22,G,46.0,1.91,80.0,Finlândia,bolton wanderers,2005,8
Jaroslaw Fojut,D,34.0,1.88,82.0,Polônia,bolton wanderers,2005,8
Nicky Hunt2,D,38.0,1.88,87.0,Inglaterra,bolton wanderers,2005,8
Abdoulaye Meite5,D,41.0,1.85,82.0,França,bolton wanderers,2005,8
Ricardo Gardner11,D,43.0,1.75,69.0,Jamaica,bolton wanderers,2005,8
Radhi Jaidi15,D,46.0,1.88,88.0,Tunisia,bolton wanderers,2005,8
Joey O'Brien24,D,35.0,1.8,68.0,Irlanda,bolton wanderers,2005,8
Abdoulaye Faye25,D,43.0,1.88,87.0,Senegal,bolton wanderers,2005,8
Tal Ben Haim26,D,39.0,1.83,73.0,Israel,bolton wanderers,2005,8
Quinton Fortune,M,44.0,1.8,76.0,África do Sul,bolton wanderers,2005,8
Kevin Nolan4,M,39.0,1.83,88.0,Inglaterra,bolton wanderers,2005,8
Gary Speed6,M,52.0,1.78,81.0,País de Gales,bolton wanderers,2005,8
Stelios Giannakopoulos7,M,47.0,1.73,69.0,Grécia,bolton wanderers,2005,8
Ivan Campo8,M,47.0,1.85,81.0,Espanha,bolton wanderers,2005,8
El-Hadji Diouf21,M,40.0,1.8,74.0,Senegal,bolton wanderers,2005,8
Idan Tal23,M,46.0,1.78,69.0,Israel,bolton wanderers,2005,8
Henrik Pedersen9,A,46.0,1.88,83.0,Dinamarca,bolton wanderers,2005,8
Kevin Davies14,A,44.0,1.83,80.0,Inglaterra,bolton wanderers,2005,8
Jared Francisco Echavarria Borgetti18,A,48.0,1.85,78.0,México,bolton wanderers,2005,8
Ricardo Vaz Te20,A,35.0,1.88,78.0,Portugal,bolton wanderers,2005,8
Roy Carroll1,G,44.0,1.88,80.0,Irlanda do Norte,west ham united,2005,9
Stephen Bywater13,G,40.0,1.88,87.0,Inglaterra,west ham united,2005,9
James Walker23,G,48.0,1.8,84.0,Inglaterra,west ham united,2005,9
Tyrone Mears,D,38.0,1.8,73.0,Inglaterra,west ham united,2005,9
Jonathan Spector,D,35.0,1.83,78.0,Estados Unidos,west ham united,2005,9
Paul Konchesky3,D,40.0,1.78,68.0,Inglaterra,west ham united,2005,9
Daniel Gabbidon4,D,42.0,1.78,71.0,País de Gales,west ham united,2005,9
Anton Ferdinand5,D,36.0,1.83,71.0,Inglaterra,west ham united,2005,9
Christian Dailly7,D,48.0,1.83,80.0,Escócia,west ham united,2005,9
James Collins19,D,38.0,,,País de Gales,west ham united,2005,9
Clive Clarke30,D,41.0,1.8,77.0,Inglaterra,west ham united,2005,9
Lee Bowyer,M,44.0,1.75,66.0,Inglaterra,west ham united,2005,9
Carl Fletcher6,M,41.0,1.75,87.0,País de Gales,west ham united,2005,9
Matthew Etherington11,M,40.0,1.78,67.0,Inglaterra,west ham united,2005,9
Yossi Benayoun15,M,41.0,1.78,69.0,Israel,west ham united,2005,9
Hayden Mullins17,M,42.0,1.85,65.0,Inglaterra,west ham united,2005,9
Nigel Reo-Coker20,M,37.0,1.75,77.0,Inglaterra,west ham united,2005,9
Mark Noble24,M,34.0,1.8,68.0,Inglaterra,west ham united,2005,9
Shaun Newton26,M,46.0,1.73,73.0,Inglaterra,west ham united,2005,9
Hogan Ephraim29,M,33.0,1.75,69.0,Inglaterra,west ham united,2005,9
Tony Stokes31,M,34.0,1.78,73.0,Inglaterra,west ham united,2005,9
Kyel Reid35,M,33.0,1.78,78.0,Inglaterra,west ham united,2005,9
Carlton Cole,A,38.0,1.91,77.0,Inglaterra,west ham united,2005,9
Petr Mikolanda,A,37.0,1.91,84.0,República Tcheca,west ham united,2005,9
Teddy Sheringham8,A,55.0,1.83,78.0,Inglaterra,west ham united,2005,9
Dean Ashton9,A,38.0,1.85,78.0,Inglaterra,west ham united,2005,9
Marlon Harewood10,A,42.0,1.85,84.0,Inglaterra,west ham united,2005,9
Bobby Zamora25,A,40.0,1.83,73.0,Inglaterra,west ham united,2005,9
John Filan1,G,51.0,1.88,93.0,Austrália,wigan athletic,2005,10
Michael Pollitt12,G,49.0,1.93,88.0,Inglaterra,wigan athletic,2005,10
Chris Kirkland13,G,40.0,1.91,73.0,Inglaterra,wigan athletic,2005,10
Fitz Hall,D,40.0,1.93,97.0,Inglaterra,wigan athletic,2005,10
Pascal Chimbonda2,D,42.0,1.8,74.0,França,wigan athletic,2005,10
Stephen McMillan3,D,45.0,1.73,75.0,Escócia,wigan athletic,2005,10
Matt Jackson4,D,50.0,1.83,82.0,Inglaterra,wigan athletic,2005,10
David Wright15,D,41.0,1.8,67.0,Inglaterra,wigan athletic,2005,10
Arjan De Zeeuw16,D,51.0,1.85,87.0,Holanda,wigan athletic,2005,10
Ryan Taylor19,D,37.0,1.78,80.0,Inglaterra,wigan athletic,2005,10
Leighton Baines26,D,36.0,1.7,73.0,Inglaterra,wigan athletic,2005,10
Joe Waterhouse36,D,34.0,1.78,72.0,Inglaterra,wigan athletic,2005,10
Denny Landzaat,M,45.0,1.73,62.0,Holanda,wigan athletic,2005,10
Tomasz Kupisz,M,31.0,1.8,76.0,Polônia,wigan athletic,2005,10
Andreas Johansson8,M,43.0,1.78,76.0,Suécia,wigan athletic,2005,10
Lee McCulloch10,M,43.0,1.85,83.0,Escócia,wigan athletic,2005,10
Graham Kavanagh11,M,47.0,1.78,73.0,Irlanda,wigan athletic,2005,10
Paul Scharner18,M,41.0,1.91,81.0,Áustria,wigan athletic,2005,10
Gary Teale20,M,43.0,1.75,71.0,Escócia,wigan athletic,2005,10
Josip Skoko24,M,45.0,1.78,78.0,Austrália,wigan athletic,2005,10
Henri Camara7,A,44.0,1.75,67.0,Senegal,wigan athletic,2005,10
Emile Heskey9,A,43.0,1.88,83.0,Inglaterra,wigan athletic,2005,10
David Connolly22,A,44.0,1.75,68.0,Irlanda,wigan athletic,2005,10
Richard Wright1,G,44.0,1.88,88.0,Inglaterra,everton,2005,11
Iain Turner13,G,37.0,1.91,80.0,Escócia,everton,2005,11
John Ruddy30,G,35.0,1.93,97.0,Inglaterra,everton,2005,11
Joleon Lescott,D,39.0,1.91,87.0,Inglaterra,everton,2005,11
Gary Naysmith3,D,42.0,1.78,73.0,Escócia,everton,2005,11
Joseph Yobo4,D,41.0,1.85,76.0,Nigéria,everton,2005,11
David Weir5,D,51.0,1.91,85.0,Escócia,everton,2005,11
Alan Stubbs15,D,50.0,1.88,91.0,Inglaterra,everton,2005,11
Nuno Valente19,D,47.0,1.83,68.0,Portugal,everton,2005,11
Tony Hibbert22,D,40.0,1.75,72.0,Inglaterra,everton,2005,11
Alessandro Pistone23,D,46.0,1.8,72.0,Argentina,everton,2005,11
Mark Hughes31,D,34.0,1.93,83.0,Inglaterra,everton,2005,11
Paddy Boyle36,D,34.0,1.73,73.0,Escócia,everton,2005,11
Lawrence Wilson39,D,35.0,1.78,69.0,Inglaterra,everton,2005,11
Mikel Arteta6,M,39.0,1.75,68.0,Espanha,everton,2005,11
Simon Davies10,M,42.0,1.78,72.0,País de Gales,everton,2005,11
Kevin Kilbane14,M,44.0,1.83,81.0,Irlanda,everton,2005,11
Lee Carsley16,M,47.0,1.78,76.0,Irlanda,everton,2005,11
Tim Cahill17,M,41.0,1.78,63.0,Austrália,everton,2005,11
Phil Neville18,M,44.0,1.8,68.0,Inglaterra,everton,2005,11
Leon Osman21,M,40.0,1.73,67.0,Inglaterra,everton,2005,11
Andy Van der Meyde27,M,42.0,1.83,78.0,Holanda,everton,2005,11
Bjarni Thor Vidarsson41,M,33.0,1.85,73.0,Islândia,everton,2005,11
Andrew Johnson,A,40.0,1.7,96.0,Inglaterra,everton,2005,11
James Beattie8,A,43.0,1.85,83.0,Inglaterra,everton,2005,11
Duncan Ferguson9,A,49.0,1.93,86.0,Escócia,everton,2005,11
James McFadden11,A,38.0,1.78,74.0,Escócia,everton,2005,11
James Vaughan29,A,33.0,1.8,82.0,Inglaterra,everton,2005,11
Victor Anichebe38,A,33.0,1.85,79.0,Nigéria,everton,2005,11
Mark Crossley1,G,52.0,1.91,99.0,País de Gales,fulham,2005,12
Antti Niemi29,G,49.0,1.85,88.0,Finlândia,fulham,2005,12
Tony Warner30,G,47.0,1.93,87.0,Inglaterra,fulham,2005,12
Franck Queudrue,D,43.0,1.83,77.0,França,fulham,2005,12
Gabriel Zakuani,D,35.0,1.85,68.0,Congo DR,fulham,2005,12
Zesh Rehman,D,38.0,1.88,82.0,Pakistan,fulham,2005,12
Moritz Volz2,D,38.0,1.78,74.0,Alemanha,fulham,2005,12
Carlos Bocanegra3,D,42.0,1.83,77.0,Estados Unidos,fulham,2005,12
Zat Knight6,D,41.0,1.98,86.0,Inglaterra,fulham,2005,12
Philippe Christanval19,D,43.0,1.85,73.0,França,fulham,2005,12
Dean Leacock22,D,37.0,1.91,87.0,Inglaterra,fulham,2005,12
Wayne Bridge31,D,41.0,1.8,80.0,Inglaterra,fulham,2005,12
Niclas Jensen33,D,47.0,1.8,82.0,Dinamarca,fulham,2005,12
Ian Pearce35,D,47.0,1.91,89.0,Inglaterra,fulham,2005,12
Jimmy Bullard,M,43.0,1.78,68.0,Inglaterra,fulham,2005,12
Billy McKinlay,M,52.0,1.73,73.0,Escócia,fulham,2005,12
Matthew Collins,M,35.0,1.75,68.0,Escócia,fulham,2005,12
Ahmad Elrich,M,40.0,1.83,72.0,Austrália,fulham,2005,12
Steed Malbranque4,M,41.0,1.68,73.0,França,fulham,2005,12
Sylvain Legwinski5,M,48.0,1.85,72.0,França,fulham,2005,12
Mark Pembridge7,M,50.0,1.7,78.0,País de Gales,fulham,2005,12
Claus Jensen8,M,44.0,1.78,78.0,Dinamarca,fulham,2005,12
Michael Brown9,M,44.0,1.75,77.0,Inglaterra,fulham,2005,12
Luis Boa Morte11,M,44.0,1.78,73.0,Portugal,fulham,2005,12
Papa Bouba Diop14,M,43.0,1.93,92.0,Senegal,fulham,2005,12
Liam Rosenior17,M,37.0,1.78,76.0,Inglaterra,fulham,2005,12
Michael Timlin23,M,36.0,1.75,77.0,Irlanda,fulham,2005,12
Simon Elliott27,M,47.0,1.8,77.0,Nova Zelândia,fulham,2005,12
Robert Milsom36,M,34.0,1.8,77.0,Inglaterra,fulham,2005,12
Bjorn Runstrom,A,37.0,1.85,73.0,Suécia,fulham,2005,12
Chris James,A,34.0,1.8,73.0,Nova Zelândia,fulham,2005,12
Heidar Helguson10,A,44.0,1.78,78.0,Islândia,fulham,2005,12
Tomasz Radzinski13,A,47.0,1.75,73.0,Canadá,fulham,2005,12
Collins John15,A,36.0,1.85,78.0,Holanda,fulham,2005,12
Brian McBride20,A,49.0,1.83,79.0,Estados Unidos,fulham,2005,12
Stephan Andersen16,G,39.0,1.88,76.0,Dinamarca,charlton athletic,2005,13
Robert Elliot27,G,35.0,1.91,92.0,Inglaterra,charlton athletic,2005,13
Darren Randolph33,G,34.0,1.88,97.0,Irlanda,charlton athletic,2005,13
Thomas Myhre36,G,48.0,1.88,83.0,Noruega,charlton athletic,2005,13
Hermann Hreidarsson3,D,47.0,1.91,82.0,Islândia,charlton athletic,2005,13
Gonzalo Sorondo4,D,42.0,1.8,79.0,Uruguai,charlton athletic,2005,13
Jonathan Fortune24,D,41.0,1.88,83.0,Inglaterra,charlton athletic,2005,13
Kelly Youga26,D,36.0,1.85,76.0,França,charlton athletic,2005,13
Osei Sankofa28,D,36.0,1.83,78.0,Inglaterra,charlton athletic,2005,13
Nathan Ashton35,D,34.0,1.75,73.0,Inglaterra,charlton athletic,2005,13
Simon Walton,M,34.0,1.85,83.0,Inglaterra,charlton athletic,2005,13
Luke Young2,M,28.0,1.73,72.0,Inglaterra,charlton athletic,2005,13
Radostin Kishishev7,M,47.0,1.8,78.0,Bulgaria,charlton athletic,2005,13
Matthew Holland8,M,47.0,1.75,69.0,Irlanda,charlton athletic,2005,13
Jerome Thomas14,M,38.0,1.78,82.0,Inglaterra,charlton athletic,2005,13
Darren Ambrose18,M,37.0,1.83,77.0,Inglaterra,charlton athletic,2005,13
Dennis Rommedahl19,M,43.0,1.78,63.0,Dinamarca,charlton athletic,2005,13
Bryan Hughes20,M,45.0,1.75,70.0,Inglaterra,charlton athletic,2005,13
Jimmy Floyd Hasselbaink,A,49.0,1.83,86.0,Holanda,charlton athletic,2005,13
Marcus Bent6,A,43.0,1.83,76.0,Inglaterra,charlton athletic,2005,13
Jason Euell9,A,44.0,1.8,79.0,Jamaica,charlton athletic,2005,13
Darren Bent10,A,37.0,1.8,73.0,Inglaterra,charlton athletic,2005,13
Kevin Lisbie12,A,43.0,1.78,68.0,Inglaterra,charlton athletic,2005,13
Lloyd Sam29,A,37.0,1.73,73.0,Gana,charlton athletic,2005,13
Mark Schwarzer1,G,49.0,1.93,94.0,Austrália,middlesbrough,2005,14
Brad Jones22,G,39.0,1.93,76.0,Austrália,middlesbrough,2005,14
Ross Turnbull27,G,36.0,1.93,84.0,Inglaterra,middlesbrough,2005,14
David Knight32,G,34.0,1.83,73.0,Inglaterra,middlesbrough,2005,14
Colin Cooper,D,54.0,1.78,73.0,Inglaterra,middlesbrough,2005,14
Ugo Ehiogu4,D,49.0,1.88,89.0,Inglaterra,middlesbrough,2005,14
Chris Riggott5,D,41.0,1.91,77.0,Inglaterra,middlesbrough,2005,14
Emanuel Pogatetz12,D,38.0,1.91,88.0,Áustria,middlesbrough,2005,14
Stuart Parnaby21,D,39.0,1.8,76.0,Inglaterra,middlesbrough,2005,14
Andrew Davies24,D,36.0,1.93,92.0,Inglaterra,middlesbrough,2005,14
Matthew Bates26,D,34.0,1.78,76.0,Inglaterra,middlesbrough,2005,14
Tony McMahon29,D,35.0,1.8,72.0,Inglaterra,middlesbrough,2005,14
David Wheater31,D,34.0,1.96,82.0,Inglaterra,middlesbrough,2005,14
Andrew Taylor33,D,35.0,1.78,68.0,Inglaterra,middlesbrough,2005,14
Seb Hines38,D,33.0,1.88,78.0,Inglaterra,middlesbrough,2005,14
Gary Liddle40,D,35.0,1.85,73.0,Inglaterra,middlesbrough,2005,14
Julio Arca,M,40.0,1.75,68.0,Argentina,middlesbrough,2005,14
George Boateng7,M,46.0,1.75,73.0,Holanda,middlesbrough,2005,14
Fabio Rochemback10,M,39.0,1.83,83.0,Brasil,middlesbrough,2005,14
Gaizka Mendieta14,M,47.0,1.73,68.0,Espanha,middlesbrough,2005,14
Ray Parlour15,M,48.0,1.78,75.0,Inglaterra,middlesbrough,2005,14
Stewart Downing19,M,37.0,1.8,63.0,Inglaterra,middlesbrough,2005,14
James Morrison25,M,35.0,1.8,75.0,Inglaterra,middlesbrough,2005,14
Jason Kennedy34,M,35.0,1.85,73.0,Inglaterra,middlesbrough,2005,14
Adam Johnson37,M,34.0,1.78,68.0,Inglaterra,middlesbrough,2005,14
Lee Cattermole39,M,33.0,1.78,76.0,Inglaterra,middlesbrough,2005,14
Josh Walker41,M,32.0,1.8,79.0,Inglaterra,middlesbrough,2005,14
Malcolm Christie11,A,42.0,1.83,77.0,Inglaterra,middlesbrough,2005,14
Massimo Maccarone18,A,42.0,1.8,73.0,Itália,middlesbrough,2005,14
Yakubu Aiyegbeni20,A,38.0,1.83,82.0,Nigéria,middlesbrough,2005,14
Danny Graham30,A,36.0,1.83,87.0,Inglaterra,middlesbrough,2005,14
Mark Viduka36,A,46.0,1.88,91.0,Austrália,middlesbrough,2005,14
Tom Craddock42,A,35.0,1.8,74.0,Inglaterra,middlesbrough,2005,14
David James1,G,51.0,1.96,87.0,Inglaterra,manchester city,2005,15
Nicky Weaver12,G,42.0,1.91,83.0,Inglaterra,manchester city,2005,15
Joe Hart25,G,34.0,1.96,91.0,Inglaterra,manchester city,2005,15
Kasper Schmeichel33,G,35.0,1.88,87.0,Dinamarca,manchester city,2005,15
Ben Thatcher3,D,45.0,1.78,78.0,País de Gales,manchester city,2005,15
Sylvain Distin5,D,43.0,1.93,87.0,França,manchester city,2005,15
Nedum Onuoha16,D,34.0,1.83,92.0,Inglaterra,manchester city,2005,15
Sun Jihai17,D,44.0,1.78,78.0,China,manchester city,2005,15
Danny Mills18,D,44.0,1.8,73.0,Inglaterra,manchester city,2005,15
Yasser Hussein20,D,37.0,1.68,62.0,Qatar,manchester city,2005,15
Richard Dunne22,D,42.0,1.88,87.0,Irlanda,manchester city,2005,15
Matthew Mills26,D,35.0,1.91,82.0,Inglaterra,manchester city,2005,15
Stephen Jordan41,D,39.0,1.83,71.0,Inglaterra,manchester city,2005,15
Micah Richards45,D,33.0,1.8,82.0,Inglaterra,manchester city,2005,15
Ousmane Dabo5,M,44.0,1.85,69.0,França,manchester city,2005,15
Claudio Reyna6,M,48.0,1.78,72.0,Estados Unidos,manchester city,2005,15
Joey Barton8,M,39.0,1.8,69.0,Inglaterra,manchester city,2005,15
Antoine Sibierski10,M,47.0,1.88,71.0,França,manchester city,2005,15
Dietmar Hamann21,M,48.0,1.93,82.0,Alemanha,manchester city,2005,15
Trevor Sinclair28,M,48.0,1.78,78.0,Inglaterra,manchester city,2005,15
Stephen Ireland38,M,35.0,1.73,66.0,Irlanda,manchester city,2005,15
Lee Croft40,M,36.0,1.75,81.0,Inglaterra,manchester city,2005,15
Willo Flood44,M,36.0,1.7,66.0,Irlanda,manchester city,2005,15
Andrew Cole9,A,50.0,1.75,81.0,Inglaterra,manchester city,2005,15
Darius Vassell11,A,41.0,1.7,68.0,Inglaterra,manchester city,2005,15
Paul Dickov14,A,49.0,1.68,73.0,Escócia,manchester city,2005,15
Giorgos Samaras20,A,36.0,1.93,86.0,Grécia,manchester city,2005,15
Bernardo Corradi30,A,45.0,1.91,86.0,Itália,manchester city,2005,15
Ishmael Miller43,A,34.0,1.91,87.0,Inglaterra,manchester city,2005,15
Stuart Taylor1,G,40.0,1.96,79.0,Inglaterra,aston villa,2005,16
Thomas Sorensen1,G,45.0,1.96,88.0,Dinamarca,aston villa,2005,16
Robert Olejnik13,G,34.0,1.88,82.0,Áustria,aston villa,2005,16
Mark Delaney2,D,45.0,1.88,73.0,País de Gales,aston villa,2005,16
Aaron Hughes2,D,41.0,1.83,71.0,Irlanda do Norte,aston villa,2005,16
Wilfred Bouma3,D,43.0,1.78,68.0,Holanda,aston villa,2005,16
Olof Mellberg4,D,44.0,1.93,76.0,Suécia,aston villa,2005,16
Martin Laursen5,D,44.0,1.91,83.0,Dinamarca,aston villa,2005,16
Gary Cahill5,D,35.0,1.93,86.0,Inglaterra,aston villa,2005,16
Liam Ridgewell6,D,37.0,1.88,77.0,Inglaterra,aston villa,2005,16
Jlloyd Samuel12,D,40.0,1.8,72.0,Trinidad and Tobago,aston villa,2005,16
Ulises De la Cruz15,D,47.0,1.75,73.0,Equador,aston villa,2005,16
Paul Green18,D,34.0,1.68,67.0,Inglaterra,aston villa,2005,16
Gavin McCann4,M,43.0,1.8,79.0,Inglaterra,aston villa,2005,16
Lee Hendrie7,M,44.0,1.78,69.0,Inglaterra,aston villa,2005,16
Steven Davis8,M,36.0,1.73,68.0,Irlanda do Norte,aston villa,2005,16
Gareth Barry11,M,40.0,1.85,87.0,Inglaterra,aston villa,2005,16
Eric Djemba-Djemba14,M,40.0,1.75,74.0,Camarões,aston villa,2005,16
Peter Whittingham15,M,37.0,1.78,63.0,Inglaterra,aston villa,2005,16
Craig Gardner17,M,34.0,1.78,76.0,Inglaterra,aston villa,2005,16
Patrik Berger23,M,47.0,1.85,78.0,República Tcheca,aston villa,2005,16
Luke Moore9,A,35.0,1.75,74.0,Inglaterra,aston villa,2005,16
Kevin Phillips10,A,48.0,1.7,69.0,Inglaterra,aston villa,2005,16
Milan Baros10,A,40.0,1.83,68.0,República Tcheca,aston villa,2005,16
Juan Pablo Angel14,A,46.0,1.85,77.0,Colômbia,aston villa,2005,16
Gabriel Agbonlahor16,A,35.0,1.8,78.0,Inglaterra,aston villa,2005,16
Jamie Ashdown15,G,40.0,1.93,78.0,Inglaterra,portsmouth,2005,17
Dean Kiely33,G,51.0,1.85,78.0,Irlanda,portsmouth,2005,17
Richard Duffy,D,36.0,1.75,64.0,País de Gales,portsmouth,2005,17
Glen Johnson,D,37.0,1.8,84.0,Inglaterra,portsmouth,2005,17
Jason Pearce,D,33.0,1.85,71.0,Inglaterra,portsmouth,2005,17
Linvoy Primus2,D,48.0,1.83,76.0,Inglaterra,portsmouth,2005,17
Dejan Stefanovic3,D,47.0,1.8,83.0,Serbia & Montenegro,portsmouth,2005,17
Andrew O'Brien5,D,42.0,1.91,92.0,Irlanda,portsmouth,2005,17
Noe Pamarot11,D,42.0,1.8,81.0,França,portsmouth,2005,17
Andy Griffin16,D,42.0,1.73,68.0,Inglaterra,portsmouth,2005,17
David Thompson,M,44.0,1.7,63.0,Inglaterra,portsmouth,2005,17
Marc Wilson,M,34.0,1.88,78.0,Irlanda do Norte,portsmouth,2005,17
Matthew Taylor14,M,39.0,1.78,73.0,Inglaterra,portsmouth,2005,17
Franck Songo'o21,M,34.0,1.78,73.0,França,portsmouth,2005,17
Richard Hughes22,M,42.0,1.83,82.0,Escócia,portsmouth,2005,17
Gary O'Neil26,M,38.0,1.73,68.0,Inglaterra,portsmouth,2005,17
Sean Davis28,M,28.0,1.83,73.0,Estados Unidos,portsmouth,2005,17
Pedro Mendes30,M,42.0,1.88,68.0,Portugal,portsmouth,2005,17
Svetoslav Todorov9,A,43.0,1.8,74.0,Bulgaria,portsmouth,2005,17
Ivica Mornar10,A,47.0,1.83,78.0,Croácia,portsmouth,2005,17
Collins Mbesuma19,A,37.0,1.83,78.0,Zambia,portsmouth,2005,17
Benjani Mwaruwari25,A,43.0,1.88,78.0,Zimbabwe,portsmouth,2005,17
Lomana Tresor LuaLua32,A,40.0,1.78,72.0,Congo DR,portsmouth,2005,17
Maik Taylor1,G,50.0,1.91,89.0,Irlanda do Norte,birmingham city,2005,18
Colin Doyle13,G,36.0,1.96,91.0,Irlanda,birmingham city,2005,18
Stephen Kelly2,D,38.0,1.83,82.0,Irlanda,birmingham city,2005,18
Mathew Sadler3,D,36.0,1.8,72.0,Inglaterra,birmingham city,2005,18
Martin Taylor4,D,41.0,1.96,98.0,Inglaterra,birmingham city,2005,18
Matthew Upson5,D,42.0,1.85,71.0,Inglaterra,birmingham city,2005,18
